ID_CLIENTE;SAFRA_REF;PROBABILIDADE_INADIMPLENCIA
5058298901476893676;2021-07;0.010177131313992626
274692171162531764;2021-07;0.015651682157529212
274692171162531764;2021-07;0.01472144959938968
274692171162531764;2021-07;0.014044030244550969
465309249432033993;2021-07;0.005313417273783127
465309249432033993;2021-07;0.006005819234567441
465309249432033993;2021-07;0.00841390746986156
465309249432033993;2021-07;0.007372240803194891
5883155883105348987;2021-07;0.0165807433935615
5883155883105348987;2021-07;0.011722052668505876
4489904752023469353;2021-07;0.20514987441274077
3355881107559250653;2021-07;0.021680466076129327
3355881107559250653;2021-07;0.018776514291431148
3355881107559250653;2021-07;0.016752900725099565
3355881107559250653;2021-07;0.012266753924630436
3355881107559250653;2021-07;0.012278377678613416
3355881107559250653;2021-07;0.023854331505273205
3355881107559250653;2021-07;0.02840142918555756
6330043096034525408;2021-07;0.10228755114860708
6330043096034525408;2021-07;0.12133118474862942
6964108750473070287;2021-07;0.041232740370939075
6964108750473070287;2021-07;0.07558350123399514
6964108750473070287;2021-07;0.04658586126800848
6964108750473070287;2021-07;0.03173044875574424
6964108750473070287;2021-07;0.0334897080150035
6964108750473070287;2021-07;0.03324580557597911
6964108750473070287;2021-07;0.03324580557597911
6964108750473070287;2021-07;0.03311933764463313
6964108750473070287;2021-07;0.05658815288320333
6964108750473070287;2021-07;0.03311933764463313
6964108750473070287;2021-07;0.04797475015689738
6964108750473070287;2021-07;0.045203623244594
6964108750473070287;2021-07;0.07090830470868079
6964108750473070287;2021-07;0.03324580557597911
6964108750473070287;2021-07;0.03324580557597911
6964108750473070287;2021-07;0.07697239012288402
4008627434689715639;2021-07;0.24736465943867741
4008627434689715639;2021-07;0.3409916827023453
4008627434689715639;2021-07;0.16946727178297416
5757271354816214865;2021-07;0.8912950039898697
5757271354816214865;2021-07;0.829855375981498
5757271354816214865;2021-07;0.8807687463376733
5757271354816214865;2021-07;0.8870882390034438
5757271354816214865;2021-07;0.8912170646501264
5757271354816214865;2021-07;0.8218462635540656
5757271354816214865;2021-07;0.8877166760105777
5757271354816214865;2021-07;0.8850555725252011
5757271354816214865;2021-07;0.8184476852889219
5757271354816214865;2021-07;0.8498569037180763
5757271354816214865;2021-07;0.8950882276343592
5757271354816214865;2021-07;0.832536504376912
5757271354816214865;2021-07;0.8868653905039406
5757271354816214865;2021-07;0.8184476852889219
5757271354816214865;2021-07;0.8231428086906466
8909740532547211288;2021-07;0.004431487134492096
8909740532547211288;2021-07;0.006162770280462917
8909740532547211288;2021-07;0.00896253633960905
4045739494965095560;2021-07;0.004163687519704008
4045739494965095560;2021-07;0.00312683284457478
4045739494965095560;2021-07;0.004076260270355565
6759864637454708017;2021-07;0.012130172359274527
6759864637454708017;2021-07;0.01605582019099446
6759864637454708017;2021-07;0.016966364166054567
6759864637454708017;2021-07;0.014982087785885953
6759864637454708017;2021-07;0.00758366711297212
6759864637454708017;2021-07;0.014982087785885953
6134696632487351445;2021-07;0.012593341337240146
6134696632487351445;2021-07;0.007488265587796471
